file,low_dab_mean,low_dab_std,low_dab_rgb_mean,low_dab_rgb_std,high_dab_mean,high_dab_std,high_dab_rgb_mean,high_dab_rgb_std
"CyclinD1/1. WT, Chow/ASV50/CyclinD1_ASV50_1.vmic.20020.tif Snapshot 1.tif",0.024739506613181757,0.0058561733517189084,196.5543418716086,18.607366922403727,0.07046218576947426,0.021022410520427373,124.04577936902527,21.236182567116646
